Name,Ticker,Sector,Sub-Sector,Market Cap,PE Ratio,Free Cash Flow,5Y Avg Cash Flow Margin,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditure,Earnings Per Share,Return on Equity,ROCE,Dividend Yield,Debt to Equity,Close Price
Shri Keshav Cements and Infra Ltd,SKCIL,Materials,Cement,271.1849647,29.67012743,-38.14,25.88676599,102.48,192.91,32.04,70.18,6.19482438,12.09794838,8.781658397,,1.882416081,153.05
Trejhara Solutions Ltd,TREJHARA,Information Technology,IT Services & Consulting,270.8741207,13.72904818,-126.34,11.48548247,221.21,2.18,-122.97,3.37,14.98522971,9.406436234,9.720790571,,0.009854889,184.11
Arunjyoti Bio Ventures Ltd,ABVL,Industrials,Commodities Trading,270.625212,-773.2148914,-17.02,-147.8832891,1.77,51.41,6.31,23.33,-0.052360832,-18.04123711,1.654411765,,29.04519774,13.92
RBM Infracon Ltd,RBMINFRA,Industrials,Construction & Engineering,269.77436,24.3039964,-53.01,-8.158843947,97.22,2.19,-50.44,2.57,13.1501007,19.39542198,18.22077127,,0.022526229,335.55
Sahyadri Industries Ltd,SAHYADRI,Materials,Cement,269.4541208,10.21820708,15.74,6.953894041,360.02,115.94,57.8,42.06,24.09033189,7.584669591,11.64197006,0.406239844,0.322037665,237.41
Aryaman Capital Markets Ltd,ARYACAPM,Financials,Diversified Financials,269.3056781,41.75281831,8.69,11.66747337,41.15,46.26,8.81,0.12,5.385265213,18.49197248,8.332405035,,1.12417983,224.85
Country Club Hospitality & Holidays Ltd,CCHHL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",269.0629538,-55.3627477,-5.15,-50.99042049,311.7,66.28,-5.15,0,-0.297311833,-1.546514773,0.929505635,,0.212640359,15.65
Divine Power Energy Ltd,DPEL,Industrials,Cables,268.875177,41.94620546,-5.84,0,25.67,57.86,-2.82,3.02,4.06234077,28.53327398,45.4119223,,2.253992988,135
Anya Polytech & Fertilizers Ltd,ANYA,Materials,Fertilizers & Agro Chemicals,268.8,28.05845511,-17.95,0,42.57,49.18,1.71,19.66,2.124598145,26.75230383,25.31726908,,1.155273667,22.15
Indian Toners & Developers Ltd,INDTONER,Materials,Commodity Chemicals,268.6782309,10.27450214,11.91,14.32741715,209.57,0.4,23.97,12.06,24.10138249,13.14631878,15.70856831,1.817229473,0.00190867,254
DEV Information Technology Ltd,DEVIT,Information Technology,IT Services & Consulting,268.2683772,28.9082303,-2.78,3.481976475,58.28,14.58,-0.79,1.99,4.161142112,18.58043848,21.62960659,0.20953531,0.250171585,120.31
Maral Overseas Ltd,MARALOVER,Consumer Discretionary,Textiles,266.771916,-27.33318811,-63.55,4.980493731,131.54,476.05,61.15,124.7,-2.351353956,-7.162514219,6.566372137,,3.619051239,62.76
NDL Ventures Ltd,NDLVENTURE,Real Estate,Real Estate,266.3088505,165.4092239,-10.73,575.8238832,62.76,0,-10.73,0,0.478147458,2.464600077,2.865785703,1.264382349,0,71.62
Coastal Corporation Ltd,COASTCORP,Consumer Staples,Packaged Foods & Meats,266.0335576,58.85698176,-75.53,0.731270621,259.45,332.91,-62.61,12.92,0.720680501,1.793081561,6.03262702,0.609333655,1.283137406,38.05
Birla Precision Technologies Ltd,BIRLAPREC,Industrials,Industrial Machinery,265.7982018,28.15658918,-20.28,6.413476112,150.69,43.75,-9.92,10.36,1.438380035,6.691001878,13.02979707,0.248262165,0.290331143,39.85
Setco Automotive Ltd,SETCO,Consumer Discretionary,Auto Parts,265.6618082,-2.357666029,61.54,3.505028761,-566.45,987.84,69.17,7.63,-8.423584916,,10.30902881,,,20.85
KCK Industries Ltd,KCK,Consumer Discretionary,Textiles,265.219089,165.7619306,10.21,-2.194335887,22.15,23.05,10.58,0.37,0.871462282,9.589451603,16.35434412,,1.040632054,40.35
Sicagen India Ltd,SICAGEN,Industrials,Building Products - Pipes,264.8137093,25.24439555,20.38,0.985821345,459.75,120.73,24.6,4.22,2.650885416,2.332899668,5.124181365,0.896592947,0.262599239,64
Coral Laboratories Ltd,CORALAB,Health Care,Pharmaceuticals,263.193442,16.67892535,-6.45,2.439998807,177.49,0,-5.46,0.99,44.1695124,9.497727888,11.46081089,,0,715
Gamco Ltd,GAMCO,Financials,Specialized Finance,262.701153,7.917454882,74.65,-6.652029424,92.9,97.41,74.67,0.02,6.140938695,43.44353519,32.39691145,0.182823712,1.048546825,44.75
Phantom Digital Effects Ltd,PHANTOMFX,Consumer Discretionary,Animation,262.41804,10.88871535,-27.57,-3.058097791,144.74,20.41,-15.32,12.25,19.11242228,25.50939402,22.85354372,,0.141011469,193.3
ITCONS e-Solutions Ltd,ITCONS,Industrials,Employment Services,261.8448243,137.091531,-3.12,-3.745924225,13.93,1.78,-1.65,1.47,3.798178704,14.64162514,20.75337598,,0.127781766,503.3
Capital Trade Links Ltd,CTL,Financials,Consumer Finance,261.51156,26.9321895,-60.36,-188.4558306,55.05,165.43,-60.34,0.02,1.592325353,20.75008014,6.01786767,,3.005086285,42.67
Vuenow Infratech Ltd,VUENOW,Information Technology,IT Services & Consulting,261.480905,51.07048926,0.87,0,9.4,5.1,1.28,0.41,2.497378241,123.6714976,47.51381215,,0.542553191,114.95
Mizzen Ventures Ltd,JYOTHI,Financials,Diversified Financials,261.4229,-139.054734,-0.59,0,-2.61,2.54,-0.59,0,-12.14562083,,2685.714286,,,129.55
P.E. Analytics Ltd,PROPEQUITY,Real Estate,Real Estate,261.0043896,23.40846543,4.9,0,77.54,0,5.36,0.46,10.63717742,15.54982219,20.05839787,,0,236.25
Bhilwara Technical Textiles Ltd,BTTL,Industrials,Commodities Trading,260.7535534,20.26057136,-0.47,5.247254512,164.98,0,-0.47,0,2.20477494,8.120642332,8.009679371,,0,42.1
Star Paper Mills Ltd,STARPAPER,Materials,Paper Products,260.3628864,4.068170099,14.65,7.330988557,647.28,5.01,25.84,11.19,41.00369354,10.3084481,11.10462036,2.397937774,0.007740082,163.96
Northern Spirits Ltd,NSL,Consumer Staples,FMCG - Foods,260.270208,15.70731491,-29.61,-3.781864389,100.01,137.75,-29.29,0.32,10.32321571,18.06585259,30.24554646,,1.377362264,159.2
M K Proteins Ltd,MKPL,Consumer Staples,FMCG - Household Products,259.00668,23.10496699,-7.71,-0.566691556,61.08,20.08,-7.7,0.01,0.298658489,24.41314554,26.60565189,,0.328749181,6.63
Chatha Foods Ltd,CHATHA,Consumer Staples,Packaged Foods & Meats,258.7141085,42.06733472,1.88,3.575308621,57.77,8.08,3.51,1.63,3.151283407,15.46780684,14.82123169,,0.139864982,115
Saakshi Medtech and Panels Ltd,SAAKSHI,Industrials,Electrical Components & Equipments,257.51276,22.76859063,-24.4,9.021609013,93.34,18.02,7.31,31.71,11.16706161,16.68387668,15.14132509,,0.193057639,142.8
Integra Essentia Ltd,ESSENTIA,Consumer Staples,Agro Products,257.3134211,16.66537701,-11.06,0,117.14,7.35,-9.59,1.47,0.165844565,16.03489459,15.78694048,,0.062745433,2.39
Silicon Rental Solutions Ltd,SRSOLTD,Information Technology,IT Services & Consulting,256.932,19.93266098,-4.77,56.80071973,62.81,5.86,21.03,25.8,12.54867601,22.66572886,25.88440821,0.399794498,0.093297246,224.05
Kanpur Plastipack Ltd,KANPRPLA,Materials,Packaging,256.6565586,320.8206983,-52.65,5.833455569,179.99,224.11,-4.85,47.8,0.372547037,0.444419754,6.109185442,,1.245124729,115.32
Modi Rubber Ltd,MODIRUBBER,Consumer Discretionary,Tires & Rubber,256.6153719,16.5238488,-25.82,-21.55098775,655.62,20.76,-22.35,3.47,6.213007004,2.400179279,4.232902297,,0.031664684,96.3
Jainam Ferro Alloys (I) Ltd,JAINAM,Materials,Metals - Diversified,256.003488,47.85111925,-9.87,0,104.83,9.91,3.44,13.31,5.06571223,,8.29539246,,0.094534007,242.4
Radix Industries (India) Ltd,RADIXIND,Consumer Staples,FMCG - Personal Products,254.9718183,113.8267046,3.35,13.24605711,18.97,0.76,4.19,0.84,1.492619861,12.03977425,17.74193548,0.294290759,0.040063258,170.6
Sat Kartar Shopping Ltd,SATKARTAR,Consumer Staples,FMCG - Personal Products,254.4371962,40.38685653,6.53,0,9.43,1.78,7.04,0.51,5.625,99.21259843,91.46586345,0.077032762,0.188759279,156.15
Dynamic Services & Security Ltd,DYNAMIC,Industrials,Employment Services,253.8363792,28.58517784,-46.92,0,105.15,34.34,-34.69,12.23,6.513992761,10.21687856,15.61875341,,0.326581075,151.95
Competent Automobiles Company Ltd,COMPEAU,Consumer Discretionary,Retail - Speciality,252.87717,9.175514151,-87.66,0,342.65,323.39,-17.81,69.85,41.30076427,,15.07452163,0.263883054,0.94379104,404.5
Aashka Hospitals Ltd,AASHKA,Health Care,Health Care Equipment & Supplies,252.72,107.5404255,6.51,-18.78515192,96.28,20.39,7.18,0.67,1.00564875,2.47108307,5.569812755,,0.211778147,106.15
LOYAL EQUIPMENTS Ltd,LOYAL,Industrials,Industrial Machinery,251.46095,35.46698872,7.2,7.32162397,29.58,12.23,8.09,0.89,6.950980392,27.2168906,32.41626794,,0.413455037,228.85
Leading Leasing Finance and Investment Company Ltd,LLFICL,Financials,Diversified Financials,250.9919005,120.0918184,-37.66,-149.217678,13.86,107.46,-37.66,0,1.961165314,16.30901288,2.480224127,,7.753246753,5.51
True Green Bio Energy Ltd,TRUEGREEN,Consumer Discretionary,Textiles,250.741575,309.5575,-38.11,6096.462852,88.74,17.58,2.63,40.74,0.298892989,0.917067648,0.900900901,,0.198106829,84
Univastu India Ltd,UNIVASTU,Industrials,Construction & Engineering,249.7484496,35.27520475,6.5,5.882627848,53.98,33.59,7.15,0.65,6.229871707,14.6114952,29.312954,,0.622267506,213.85
Jasch Gauging Technologies Ltd,JGTL,Industrials,Industrial Machinery,249.44128,15.54151277,-7.82,0,77.4,0.12,-7.62,0.2,35.41482789,22.93676313,27.60822373,0.454215116,0.001550388,557
Supreme Infrastructure India Ltd,SUPREMEINF,Industrials,Construction & Engineering,249.24851,-0.212200436,-32.72,64.04570561,-5186.73,5169.77,-17.86,14.86,-457.07,,1.100120003,,,101.83
Esprit Stones Ltd,ESPRIT,Industrials,Construction & Engineering,247.98076,24.38355556,3.64,5.975576536,72.75,125.42,14.23,10.59,6.297213622,15.04104119,18.67245658,,1.723986254,110.75
Sunrise Efficient Marketing Ltd,SEML,Industrials,Business Support Services,247.5,30.51787916,2.31,0,40.84,7.36,3.39,1.08,5.406738757,22.06202394,27.86191537,,0.180215475,163.5
ABS Marine Services Ltd,ABSMARINE,Industrials,Shipbuilding,247.2185,10.49760085,-1.19,18.27302201,126.82,45.68,11.56,12.75,26.1521377,20.64612282,20.17742667,,0.360195553,99.9
Pharmaids Pharmaceuticals Ltd,PHARMAID,Health Care,Pharmaceuticals,246.7336128,-30.99668502,-33.48,0,70.5,8.53,-10.62,22.86,-2.805086355,-17.12564544,-17.60280843,,0.120992908,69
Energy-Mission Machineries (India) Ltd,EMMIL,Industrials,Industrial Machinery,246.5212725,22.45184631,-7.75,0,34.52,32.44,-5.01,2.74,13.15836779,,44.76490548,,0.939745075,213.3
Subam Papers Ltd,SUBAM,Materials,Packaging,245.9307246,7.360991458,-1.38,0,199.05,183.41,42.28,43.66,20.52624853,18.32241081,21.03044496,,0.921426777,103.7
Diksat Transworld Ltd,DIKSAT,Communication Services,TV Channels & Broadcasters,245.60025,231.6983491,1.95,-8.95810534,23.83,6.25,1.95,0,0.604233913,4.547404547,4.275917709,,0.262274444,140
Bhagyanagar India Ltd,BHAGYANGR,Industrials,Electrical Components & Equipments,245.369655,0.185214,91.76,0.625272553,193.37,100.71,96.11,4.35,414.0615721,776.9801472,531.6837539,,0.520815018,74.06
Taylormade Renewables Ltd,TRL,Industrials,Renewable Energy Equipment & Services,244.9592946,23.06584695,-30.4,-5.711600729,63.34,7.05,-21.93,8.47,10.15408052,25.29776084,24.70349563,,0.111304073,195.4
Shreyans Industries Ltd,SHREYANIND,Materials,Paper Products,244.8880787,2.801282072,52.74,7.539233087,382.95,34.05,78.32,25.58,63.23327306,25.53005081,27.57845455,2.82271805,0.088915002,173.38
Plaza Wires Ltd,PLAZACABLE,Industrials,Industrial Machinery,244.8366285,66.53169252,-28.31,-0.659332709,119.52,41.32,-27.2,1.11,0.990525436,4.26419467,7.703464948,,0.345716198,53.24
Kesar Petroproducts Ltd,KESARPE,Materials,Commodity Chemicals,244.6797933,49.13248861,-37.72,7.543185692,124.45,62.79,-20.21,17.51,0.515137757,4.083306002,3.899618649,,0.504539976,24.05
Vintron Informatics Ltd,VINTRON,Information Technology,Electronic Equipments,244.612068,14.70024447,-9.81,-4.015693962,14.07,10.51,-9.81,0,2.123510735,2327.272727,117.9051663,,0.746979389,23.05
Globe International Carriers Ltd,GICL,Industrials,Logistics,244.5848925,95.91564412,-12.5,-1.863671717,54.01,20.49,-11.28,1.22,1.133679877,6.199854121,9.558561766,,0.37937419,98.2
Shiva Texyarn Ltd,SHIVATEX,Consumer Discretionary,Textiles,244.4119536,-22.69377471,-3.15,0,123.18,105.06,3.78,6.93,-8.308445925,,-1.301635112,,0.852898198,187.59
Committed Cargo Care Ltd,COMMITTED,Industrials,Logistics,244.188864,59.26914175,-5.11,1.399540076,57.91,0.11,-2.99,2.12,4.483328981,9.497464269,9.69259197,0.221336875,0.001899499,222
Lakshmi Electrical Control Systems Ltd,LAKSELEC,Industrials,Electrical Components & Equipments,244.04253,17.46904295,6.74,2.072696642,281.52,6.65,15.63,8.89,56.83482506,5.441090555,6.583443283,1.510802236,0.023621768,963.75
Global Education Ltd,GLOBAL,Consumer Discretionary,Education Services,244.021791,7.213177387,18.1,0,88.83,0,22.11,4.01,6.646169563,43.88661867,50.0893655,4.171881519,0,45.35
Digicontent Ltd,DGCONTENT,Communication Services,Online Services,243.7521906,42.46553844,12.63,11.39415252,1.15,156.96,22.61,9.98,0.98647332,,19.17929853,,136.4869565,42.6
Jay Ushin Ltd,JAYUSH,Consumer Discretionary,Auto Parts,243.424855,17.0585042,-37.3,3.43165611,109.34,147.79,-16.18,21.12,36.92586363,13.87390015,17.98146608,0.476266074,1.351655387,638.1
PPAP Automotive Ltd,PPAP,Consumer Discretionary,Auto Parts,243.3304256,-18.66030871,15.38,7.310845757,282.89,162.35,40.58,25.2,-9.314285714,-4.514922789,1.836063821,0.719186676,0.573897982,166.5
Shradha AI Technologies Ltd,SHRAAITECH,Information Technology,IT Services & Consulting,242.651584,37.97364382,3.47,-14.89022446,55.86,0.29,3.9,0.43,0.599062116,13.13733553,15.08185301,1.255965838,0.00519155,39.02
Paul Merchants Ltd,PML,Financials,Consumer Finance,242.44866,4.437200952,-146.54,-1.743033168,565.2,492.78,-135.23,11.31,177.1716174,10.156417,10.16558695,,0.871868365,797.4
Zodiac Clothing Company Ltd,ZODIACLOTH,Consumer Discretionary,Apparel & Accessories,242.1314739,-6.657450477,-17.98,-1.589046431,246.09,86.03,-5.47,12.51,-13.99184272,-13.84811621,-10.04366812,,0.349587549,93.29
Esconet Technologies Ltd,ESCONET,Information Technology,IT Services & Consulting,242.10806,44.50515809,-3.47,0,36.89,2.34,-1.35,2.12,5.231247085,25.64223427,23.30808081,,0.063431824,175.65
Integrated Personnel Services Ltd,IPSL,Industrials,Employment Services,241.3820525,45.03396501,-5.14,-0.109739548,40.82,31.14,-1.32,3.82,7.437719506,14.64080852,23.12151616,,0.762861342,334.95
Eleganz Interiors Ltd,ELGNZ,Industrials,Construction & Engineering,241.1380094,19.76541061,-6,1.923425992,51.37,42.8,-3.65,2.35,9.775641026,26.95239147,33.82758621,,0.833171112,106.7
De Neers Tools Ltd,DENEERS,Industrials,Industrial Machinery,240.075528,27.72234734,-16.95,0,65.19,58.34,-16.63,0.32,13.68088468,17.54279348,15.93361841,,0.894922534,286.6
Worth Peripherals Ltd,WORTH,Materials,Packaging,239.793224,15.10032897,-3.15,7.447264914,173.88,10.33,13.47,16.62,10.08189956,9.592268197,12.37636716,0.656857593,0.059408788,151.23
Crown Lifters Ltd,CROWN,Industrials,Heavy Machinery,239.6889,43.5007078,-3.71,70.87967552,36.07,28.86,55.68,59.39,5.292987512,19.26573427,9.113898442,0.173725191,0.800110895,188.18
Tera Software Ltd,TERASOFT,Information Technology,IT Services & Consulting,239.2645856,69.75643896,-2.82,0,112.48,33.46,-2.67,0.15,2.741368286,,7.89848396,,0.297475107,191.15
Trigyn Technologies Ltd,TRIGYN,Information Technology,IT Services & Consulting,239.174383,11.98268452,125.21,3.599225182,701.22,4.7,125.96,0.75,6.483522109,2.888107537,5.587484931,,0.006702604,75.05
Kritika Wires Ltd,KRITIKA,Materials,Iron & Steel,239.11944,23.01438306,4.17,4.027231036,84.34,40.09,13.89,9.72,0.390188826,13.11951512,20.75803802,,0.475337918,9.15
Qualitek Labs Ltd,QLL,Health Care,Labs & Life Sciences Services,239.009025,55.58349419,3.83,0,32.45,12.25,5.16,1.33,6.729264476,20.30696576,15.44269046,,0.377503852,232
Madhusudan Masala Ltd,MADHUSUDAN,Consumer Staples,Packaged Foods & Meats,238.94595,26.00064744,-32,0,46.05,52.14,-28.57,3.43,8.392694064,32.36485297,30.9331374,,1.132247557,157.2
Global Offshore Services Ltd,GLOBOFFS,Energy,Oil & Gas - Equipment & Services,238.9089795,6.6678476,6.99,9.583581563,82.39,37.37,11.78,4.79,14.48918271,71.3602868,50.74808822,,0.453574463,99.73
Aion-Tech Solutions Ltd,GOLDTECH,Information Technology,IT Services & Consulting,238.8929119,-109.5839046,-1.23,0.496065197,67.07,15.52,3.63,4.86,-0.630384547,-3.201880003,-0.810563472,,0.23140003,62.17
Star Housing Finance Ltd,STARHFL,Financials,Consumer Finance,238.392159,26.87622988,-130.86,-132.8964997,118.01,320.3,-129,1.86,1.138063076,7.904469099,2.525731162,,2.714176765,29.3
Megastar Foods Ltd,MEGASTAR,Consumer Staples,Packaged Foods & Meats,238.3083637,37.76677713,-35.38,4.009847068,92.12,56.85,16.41,51.79,5.925605943,9.131693198,9.493860437,,0.617129831,209.75
Everest Organics Ltd,EVERESTO,Health Care,Pharmaceuticals,238.1506502,1701.076073,3.33,7.588409568,45.84,57.79,16.42,13.09,0.175,0.30418251,9.126388472,,1.260689354,246.1
Asian Hotels (East) Ltd,AHLEAST,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",237.933737,7.505796119,-387.25,-45.38012558,230.29,333.58,-385.18,2.07,18.33249902,14.63527239,16.07338514,1.816860465,1.44852143,136.93
Positron Energy Ltd,POSITRON,Energy,Oil & Gas - Equipment & Services,237.588504,27.06019408,6.22,0,14.89,10.28,6.35,0.13,15.81412104,85.40856031,55.96947935,,0.690396239,301.45
Intense Technologies Ltd,INTENTECH,Information Technology,IT Services & Consulting,237.3873599,15.17821994,26.92,14.3210615,128.93,0.25,28.71,1.79,6.664550544,12.95399014,15.02689955,0.98857197,0.001939037,99
Power and Instrumentation (Gujarat) Ltd,PIGL,Utilities,Power Infrastructure,237.3004656,40.2204179,8.36,0,51.22,14.68,8.48,0.12,4.669975225,12.22291278,21.60911356,0.106480196,0.286606794,147.67
Alpa Laboratories Ltd,ALPA,Health Care,Pharmaceuticals,237.2748462,14.14033648,-2.74,7.610986855,151.91,5.25,3.65,6.39,7.975057746,11.71419596,13.63665824,,0.034559937,109.74
Atlantaa Ltd,ATLANTAA,Industrials,Construction & Engineering,236.1055,0.504639109,-49.46,71.28561019,159.47,247.54,-45.3,4.16,57.40736196,,227.3974482,,1.552266884,29.54
Panasonic Carbon India Co Ltd,PANCARBON,Industrials,Batteries,235.968,12.70010764,1.96,14.68049479,156.8,0,2.3,0.34,38.73,12.35167027,15.91255719,2.44100895,0,496.05
Vipul Organics Ltd,VIPULORG,Materials,Specialty Chemicals,235.3539412,70.88974131,-2.12,5.156802936,58.09,30.23,4.84,6.96,2.068721844,5.985217235,11.25180317,0.552864122,0.52039938,125.6
North Eastern Carrying Corporation Ltd,NECCLTD,Industrials,Logistics,235.2,29.32668329,-49.07,-5.609206543,193.96,103.14,-46.21,2.86,1.073518895,5.367779934,9.426924381,,0.531759126,22.25
SAB Industries Ltd,SAB,Industrials,Conglomerates,234.1591508,278.7608938,-24.17,-123.0920492,295.25,52.77,-22.46,1.71,0.552265412,0.325777114,1.455364898,,0.17872989,147.05
Mahalaxmi Rubtech Ltd,MHLXMIRU,Consumer Discretionary,Textiles,233.7416325,21.17224932,13.8,9.842357651,52.89,16.02,16.65,2.85,7.180401629,23.34778471,28.1816612,,0.302892796,215.21
Gourmet Gateway India Ltd,GOURMET,Industrials,Business Support Services,233.5397736,48.75569385,13.91,0,61.18,76.96,22.05,8.14,0.363767094,8.305158214,15.46540188,,1.257927427,13.95
Cords Cable Industries Ltd,CORDSCABLE,Industrials,Cables,233.3335012,23.17115206,24.34,6.738869305,169.24,84.74,29.83,5.49,7.78942711,6.131831329,19.94803845,0.554047316,0.500709052,171.06
One Global Service Provider Ltd,ONEGLOBAL,Health Care,Health Care Equipment & Supplies,233.2475308,32.75948466,1.2,0,14.4,0.34,1.21,0.01,10.02152517,65.65237437,64.4504749,0.304599452,0.023611111,344.7
Virinchi Ltd,VIRINCHI,Information Technology,Software Services,233.2137477,16.99808657,8.61,27.77178641,453.81,329.86,122.53,113.92,1.545031222,3.187213975,8.510817173,,0.726868073,22.12
Trident Texofab Ltd,TTFL,Consumer Discretionary,Textiles,233.1428782,215.8730354,2.65,2.190686704,16.26,40.11,2.71,0.06,1.072481902,6.870229008,17.53721928,,2.466789668,174
Golden Crest Education & Services Ltd,GOLDENCREST,Consumer Discretionary,Education Services,232.40595,3320.085,-0.1,-18.03492485,10.66,0,-0.09,0.01,0.133460439,0.658823529,0.845070423,,0,420.95
Indowind Energy Ltd,INDOWIND,Utilities,Renewable Energy,232.3583317,31.91735326,-9.33,10.46490016,237.86,55.19,-8.05,1.28,0.643856893,3.106729825,3.38318721,,0.232027243,17.28
Ashapuri Gold Ornament Ltd,AGOL,Consumer Discretionary,"Precious Metals, Jewellery & Watches",231.9870075,31.22301582,4.44,-4.853307742,89.96,1.82,4.74,0.3,0.045555331,8.614992173,11.65555556,,0.020231214,6.77
RRIL Ltd,RRIL,Consumer Discretionary,Textiles,231.8829368,40.18768402,0.88,0,98.35,14.6,1.14,0.26,0.476016483,6.04473312,8.250328886,,0.148449415,18.37
GTV Engineering Ltd,GTV,Industrials,Construction & Engineering,230.9958982,42.6191694,3.11,1.23656543,36.37,17.54,4.95,1.84,17.35017389,16.09980692,18.98047722,,0.482265604,730
Swadeshi Polytex Ltd,SWADPOL,Real Estate,Real Estate,230.373,2.797486339,38.93,-217.7528019,108.75,0,43.87,4.94,21.11538462,121.8736125,89.1974752,,0,56.5
